"Gene > Gene Name","Gene > WormBase Gene ID","Gene > GO Annotation > Ontology Term > Identifier","Gene > GO Annotation > Ontology Term > Name","Gene > GO Annotation > Ontology Term > Description"
"mgl-2","WBGene00003233","GO:0098839","postsynaptic density membrane","The membrane component of the postsynaptic density. This is the region of the postsynaptic membrane in which the population of neurotransmitter receptors involved in synaptic transmission are concentrated."
"mgl-2","WBGene00003233","GO:0099530","G protein-coupled receptor activity involved in regulation of postsynaptic membrane potential","A G protein-coupled receptor activity occurring in the postsynaptic membrane that is part of a GPCR signaling pathway that positively regulates ion channel activity in the postsynaptic membrane."
"mgl-2","WBGene00003233","GO:0099566","regulation of postsynaptic cytosolic calcium ion concentration","Any process that regulates the concentration of calcium in the postsynaptic cytosol."
"mgl-2","WBGene00003233","GO:0099583","neurotransmitter receptor activity involved in regulation of postsynaptic cytosolic calcium ion concentration","Any neurotransmitter receptor activity that is involved in regulating the concentration of calcium in the postsynaptic cytosol."
"mig-5","WBGene00003241","GO:0000132","establishment of mitotic spindle orientation","A cell cycle process that sets the alignment of mitotic spindle relative to other cellular structures."
"mig-5","WBGene00003241","GO:0001709","cell fate determination","A process involved in cell fate commitment. Once determination has taken place, a cell becomes committed to differentiate down a particular pathway regardless of its environment."
"mig-5","WBGene00003241","GO:0001714","endodermal cell fate specification","The cell fate determination process that results in a cell becoming capable of differentiating autonomously into an endoderm cell in an environment that is neutral with respect to the developmental pathway; upon specification, the cell fate can be reversed."
"mig-5","WBGene00003241","GO:0001764","neuron migration","The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."
"mig-5","WBGene00003241","GO:0005109","frizzled binding","Interacting selectively and non-covalently with a frizzled (fz) receptor."
"mig-5","WBGene00003241","GO:0005515","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"mig-5","WBGene00003241","GO:0005737","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"mig-5","WBGene00003241","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"mig-5","WBGene00003241","GO:0005886","plasma membrane","The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."
"mig-5","WBGene00003241","GO:0005938","cell cortex","The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins."
"mig-5","WBGene00003241","GO:0007275","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"mig-5","WBGene00003241","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"mig-5","WBGene00003241","GO:0016055","Wnt signaling pathway","The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell and ending with a change in cell state."
"mig-5","WBGene00003241","GO:0016477","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms."
"mig-5","WBGene00003241","GO:0023019","signal transduction involved in regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression as a consequence of a process in which a signal is released and/or conveyed from one location to another."
"mig-5","WBGene00003241","GO:0030054","cell junction","A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."
"mig-5","WBGene00003241","GO:0032878","regulation of establishment or maintenance of cell polarity","Any process that modulates the frequency, rate or extent of the specification, formation or maintenance of anisotropic intracellular organization or cell growth patterns."
"mig-5","WBGene00003241","GO:0035556","intracellular signal transduction","The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."
"mig-5","WBGene00003241","GO:0035591","signaling adaptor activity","The binding activity of a molecule that brings together two or more molecules in a signaling pathway, permitting those molecules to function in a coordinated way. Adaptor molecules themselves do not have catalytic activity."
"mig-5","WBGene00003241","GO:0040039","inductive cell migration","Migration of a cell in a multicellular organism that, having changed its location, is required to induce normal properties in one or more cells at its new location. An example of this would be the distal tip cells of Caenorhabditis elegans."
"mig-5","WBGene00003241","GO:0048557","embryonic digestive tract morphogenesis","The process in which the anatomical structures of the digestive tract are generated and organized during embryonic development. The digestive tract is the anatomical structure through which food passes and is processed."
"mig-5","WBGene00003241","GO:0048598","embryonic morphogenesis","The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."
